data,novos_casos,novas_mortes
2020-04-19,0,0
2021-10-24,12,0
2021-07-20,8,0
2020-10-14,0,0
2021-07-07,0,0
2021-04-16,0,0
2021-10-29,1,0
2021-12-11,0,1
2020-12-26,0,0
2021-05-13,0,0
2020-06-29,0,0
2020-08-08,12,0
2021-06-18,0,0
2020-07-28,2,0
2021-05-31,0,0
2020-06-24,1,0
2020-11-09,0,0
2020-11-09,0,0
2021-09-24,0,0
2021-07-12,-1,0
2020-07-05,0,0
2021-04-01,7,0
2020-03-22,,
2020-05-12,0,0
2021-06-30,10,0
2020-08-27,20,0
2020-04-12,0,0
2021-04-23,8,0
2021-11-01,0,0
2020-08-11,0,0
2021-10-22,0,0
2020-04-19,0,0
2020-09-26,0,0
2021-05-17,0,0
2020-09-09,0,0
2021-01-05,0,0
2021-06-03,0,0
2021-11-16,3,0
2021-07-12,0,0
2021-10-31,0,0
2020-07-14,0,0
2021-01-11,0,0
2021-12-22,0,0
2021-10-05,0,0
2020-04-23,0,0
2020-10-13,0,0
2021-11-28,0,0
2021-04-12,0,0
2021-09-29,0,0
2021-02-10,3,0
2021-09-04,0,0
2020-09-01,0,0
2021-01-02,0,0
2021-09-07,0,0
2021-08-04,1,0
2021-04-23,1,0
2020-07-24,1,0
2021-01-30,13,0
2021-03-21,2,0
2020-09-13,0,0
2021-06-12,53,1
2021-11-26,0,0
2021-12-03,0,0
2021-05-10,0,0
2020-05-02,0,0
2021-02-19,0,0
2021-06-12,10,2
2020-09-08,2,0
2020-09-21,0,0
2021-08-31,2,0
2021-03-18,0,0
2021-10-06,0,0
2020-09-05,0,0
2021-07-12,1,0
2020-04-13,0,0
2020-11-15,0,0
2021-08-30,0,0
2021-06-08,0,0
2020-03-12,0,
2020-06-28,0,0
2020-08-25,0,0
2021-05-05,16,1
2021-02-23,5,0
2020-11-12,4,0
2020-11-26,116,1
2020-12-04,43,0
2020-01-04,,
2020-07-06,0,0
2020-08-23,16,2
2020-06-23,2,0
2020-02-28,,
2021-04-23,4,2
2021-03-13,8,0
2021-04-21,1,0
2021-08-12,0,0
2020-10-14,4,0
2021-12-29,239,11
2020-07-24,4,0
2021-10-02,0,1
2020-03-24,,
2021-07-25,0,0
2021-11-03,0,0
2021-11-20,0,0
2021-06-10,1,1
2021-03-18,5,0
2020-11-08,0,0
2020-11-09,0,0
2021-01-19,0,0
2021-12-30,0,0
2021-12-02,1,0
2020-04-16,0,0
2020-04-20,0,0
2020-08-14,0,0
2021-01-15,3,1
2021-01-29,0,0
2020-12-27,0,0
2020-02-17,,
2021-12-22,0,0
2021-10-16,0,0
2021-01-22,0,0
2021-06-28,0,0
2021-03-02,0,0
2021-03-25,0,0
2021-11-06,0,0
2020-08-03,0,0
2020-12-21,2,0
2020-02-03,,
2021-07-25,25,0
2020-12-16,0,0
2021-10-04,11,0
2021-11-08,0,0
2020-07-06,0,0
2021-09-09,0,0
2020-11-12,0,0
2021-09-11,0,0
2021-12-09,-1,0
2020-02-12,,
2021-03-10,0,0
2021-08-07,1,0
2021-10-05,0,0
2021-10-29,0,0
2021-11-13,0,0
2021-10-31,0,0
2020-07-25,0,0
2021-10-24,0,0
2020-12-04,0,0
2020-01-12,,
2021-10-30,0,0
2021-03-09,4,0
2020-12-22,1,0
2021-06-14,0,0
2020-02-12,,
2021-12-22,0,0
2020-04-25,0,0
2021-03-19,1,0
2020-09-25,184,6
2021-10-12,0,0
2020-11-21,0,0
2020-01-13,,
2020-06-27,4,0
2021-03-27,29,0
2020-10-13,0,0
2020-07-17,332,
2020-01-03,,
2021-11-12,0,0
2021-03-27,16,0
2020-09-21,0,0
2021-09-13,0,0
2021-04-26,0,0
2020-07-27,2,0
2021-11-02,0,0
2021-03-19,0,0
2021-02-22,0,0
2021-11-16,0,0
2021-10-09,2,0
2020-06-22,8,0
2021-08-26,0,0
2020-10-19,0,0
2020-05-15,223,37
2021-06-16,40,1
2021-05-13,0,0
2020-08-31,1699,1
2021-05-11,0,0
2021-02-09,6,0
2021-10-06,0,0
2021-07-16,15,1
2020-01-31,,
2020-05-07,0,0
2021-04-27,2,0
2020-04-12,0,0
2020-01-01,,
2020-09-17,1,0
2021-06-06,15,0
2021-07-21,2,0
2020-12-07,0,0
2021-12-05,0,0
2020-02-17,,
2020-06-08,0,0
2020-03-05,,
2021-04-23,51,0
2021-07-28,6,0
2020-04-29,0,0
2020-04-18,0,0
2021-08-26,1,0
2021-03-26,0,0
2021-01-04,1,0
2021-04-18,0,0
2021-06-23,1,0
2021-01-29,0,0
2021-06-29,4,0
2020-05-06,0,0
2021-08-12,0,0
2021-03-07,0,0
2021-11-07,0,0
2021-04-30,2,0
2021-07-06,0,0
2020-12-09,0,0
2020-08-19,1,0
2020-11-23,2,0
2020-11-09,3,0
2020-07-24,0,0
2021-10-07,3,0
2021-02-20,22,0
2020-10-10,0,0
2021-12-09,0,0
2020-01-13,,
2021-05-05,4,0
2021-12-26,0,0
2020-12-28,56,0
2020-02-29,,
2020-01-08,,
2020-02-16,,
2021-11-22,0,0
2020-03-20,,
2021-03-23,2,0
2021-01-29,0,0
2021-12-22,0,0
2021-03-04,20,0
2020-08-15,0,0
2020-12-19,1,0
2021-04-28,14,0
2020-04-13,0,0
2021-09-24,0,0
2020-02-21,,
2020-03-03,,
2021-01-20,219,0
2021-02-14,0,0
2020-01-13,,
2021-03-25,30,0
2020-09-26,1,0
2020-11-13,0,0
2020-12-01,0,0
2020-09-05,1,0
2020-09-14,-1,0
2021-12-07,0,0
2021-03-25,0,0
2021-11-17,0,0
2021-06-16,3,0
2020-04-23,0,0
2020-03-11,,
2021-08-07,0,0
2021-07-28,1,0
2021-03-11,0,0
2020-03-05,,
2020-12-29,-1,0
2020-11-22,2,0
2020-03-12,,
2020-03-17,,
2020-12-31,176,0
2020-07-25,0,0
2021-08-26,0,0
2020-02-06,,
2020-04-02,0,0
2021-05-18,19,0
2021-03-18,18,0
2020-01-26,,
2020-04-05,0,0
2021-07-07,0,0
2021-08-04,0,0
2021-04-02,11,0
2020-11-15,6,1
2021-05-31,0,0
2021-10-08,0,0
2021-03-09,0,0
2020-03-29,0,0
2020-07-16,0,0
2021-07-21,0,0
2020-10-27,0,0
2020-02-07,,
2021-10-28,5,0
2020-08-14,0,0
2020-11-14,0,0
2020-02-19,,
2021-09-04,2,0
2021-07-06,15,0
2021-01-06,0,0
2020-03-11,,
2020-12-04,1,0
2020-04-13,0,0
2020-01-19,,
2021-10-28,0,0
2020-03-17,,
2020-08-19,2,0
2021-09-16,0,0
2021-01-23,10,0
2021-07-23,0,0
2020-09-18,1,0
2021-08-14,2,0
2021-11-02,14,0
2020-06-17,1,0
2021-03-07,0,0
2020-06-04,1,0
2021-12-31,0,0
2020-09-17,64,3
2021-12-25,0,0
2020-07-28,0,0
2021-12-01,0,0
2021-06-24,0,0
2020-07-19,10,0
2020-03-26,,
2020-08-18,20,0
2021-07-20,0,0
2021-12-21,0,0
2020-05-13,0,0
2020-03-04,,
2020-06-30,0,0
2021-11-09,0,0
2021-11-16,0,0
2021-04-20,0,0
2020-02-22,,
2021-07-13,9,0
2021-08-02,0,0
2020-04-20,0,0
2020-05-24,0,0
2020-08-26,1,0
2021-03-20,0,0
2021-01-22,0,0
2020-06-10,0,0
2021-03-03,1,0
2020-04-23,0,0
2021-03-16,22,0
2021-03-28,0,0
2021-02-23,1,0
2020-06-27,0,0
2021-02-12,1,0
2021-09-18,0,0
2021-10-22,0,0
2021-04-30,1,0
2020-10-31,0,0
2021-09-25,0,0
2021-11-19,1,0
2021-12-08,0,0
2021-08-25,2,0
2021-11-16,0,0
2021-06-27,1,0
2020-09-19,0,0
2021-08-28,0,0
2020-12-04,21,0
2021-03-03,22,1
2021-08-16,2,0
2021-12-02,0,0
2020-02-20,,
2020-05-04,0,0
2021-04-03,0,0
2021-11-13,0,0
2020-08-19,0,0
2021-10-23,0,0
2020-07-03,0,0
2021-07-29,1,0
2020-04-12,0,0
2020-01-03,52,
2020-07-09,0,0
2020-03-06,,
2021-08-12,97,2
2020-05-05,0,0
2021-03-20,3,0
2020-01-22,,
2020-10-06,1,0
2021-08-03,4,0
2020-01-15,,
2021-02-04,0,0
2020-03-25,0,
2020-08-07,1,0
2021-08-29,0,0
2020-10-16,2,0
2021-05-14,0,0
2020-09-29,21,0
2020-03-24,,
2020-09-07,0,0
2021-09-28,0,0
2020-10-29,0,0
2020-11-09,0,0
2021-10-16,0,0
2021-01-04,0,0
2020-11-01,1,0
2020-07-05,0,0
2020-12-22,0,0
2020-04-13,0,0
2020-12-17,13,0
2020-02-12,,
2020-07-13,0,0
2020-08-26,9,0
2021-10-02,0,0
2021-01-12,0,0
2020-07-11,1,0
2021-09-22,0,0
2021-04-16,11,0
2020-06-15,0,0
2021-09-04,0,0
2021-07-07,14,0
2021-11-07,0,0
2020-05-10,1,0
2021-01-17,1,0
2021-04-21,1,1
2020-08-25,2,0
2020-12-15,3,0
2020-05-20,2,0
2020-09-29,7,0
2020-09-24,2,0
2020-07-23,6,0
2021-12-17,0,0
2020-09-04,1,0
2021-12-09,0,0
2021-07-30,0,0
2021-03-23,0,0
2021-09-19,2,0
2021-04-29,0,0
2021-01-01,0,0
2020-01-21,,
2020-03-25,,
2021-01-16,2,0
2021-12-15,0,0
2021-10-06,0,0
2021-06-14,0,0
2020-02-20,,
2021-05-24,1,0
2020-08-22,12,0
2020-01-22,,
2020-07-14,0,0
2021-12-15,0,0
2020-09-02,22,0
2020-01-01,,
2021-06-22,1,1
2020-06-14,0,0
2021-04-26,2,0
2021-06-21,0,0
2020-05-07,8,0
2021-11-06,1,0
2021-10-14,4,0
2020-09-03,0,0
2021-06-03,2,0
2020-03-25,,
2020-03-05,,
2021-05-06,0,0
2020-08-23,0,0
2021-05-18,9,0
2020-12-19,22,1
2020-09-19,54,-7
2020-02-14,,
2020-09-03,0,0
2020-09-13,0,0
2020-01-22,,
2021-11-09,0,0
2021-08-11,8,1
2020-12-02,36,2
2020-11-07,0,0
2020-11-03,3,0
2021-02-05,20,0
2020-11-02,0,0
2020-02-09,,
2021-06-13,0,0
2020-02-20,,
2021-07-08,13,0
2021-04-07,21,0
2021-08-23,0,0
2020-02-01,,
2020-10-10,0,0
2021-03-22,5,0
2021-02-13,0,0
2021-07-26,0,0
2021-03-12,1,0
2021-08-18,0,0
2021-02-05,0,0
2020-05-12,0,0
2021-06-12,84,1
2020-12-09,0,0
2021-01-23,12,0
2021-06-21,0,0
2021-06-24,0,0
2021-08-01,256,0
2020-01-25,,
2021-06-21,0,0
2021-08-27,0,0
2020-09-22,1,0
2021-12-08,0,0
2020-02-12,,
2021-08-06,3,0
2021-07-08,9,0
2021-04-15,0,0
2020-02-17,,
2021-05-08,-1,0
2021-02-22,0,0
2021-12-29,0,0
2020-06-19,4,0
2021-07-25,0,0
2021-04-16,27,0
2020-02-13,,
2021-11-10,0,0
2021-08-05,0,0
2020-11-06,0,0
2021-11-20,0,0
2020-03-10,,
2021-11-21,0,0
2021-07-14,2,0
2020-02-15,0,
2021-06-16,-1,0
2020-03-30,0,0
2021-01-15,1,0
2020-03-10,,
2020-03-06,,
2021-09-27,0,0
2021-08-04,22,6
2020-10-09,9,1
2020-07-02,31,0
2021-02-26,5,0
2020-05-11,0,0
2020-01-04,,
2020-02-11,,
2020-11-15,0,0
2020-01-29,,
2021-11-14,0,0
2020-06-05,2,0
2021-06-18,5,0
2020-05-07,0,0
2020-07-31,7,0
2020-09-25,2,0
2021-04-27,12,0
2021-07-10,2,0
2021-09-15,0,0
2021-05-27,6,0
2020-02-20,,
2020-08-16,4,0
2021-12-04,4,0
2021-02-12,1,0
2021-11-27,0,0
2021-09-22,0,0
2021-12-20,0,0
2021-08-26,301,6
2021-01-06,2,0
2020-03-02,2,
2020-07-24,116,1
2021-06-07,0,0
2020-12-16,0,0
2020-02-18,,
2021-01-12,1,0
2020-11-03,0,0
2020-05-03,0,0
2020-11-09,0,0
2020-01-21,,
2021-10-27,0,0
2020-05-10,0,0
2020-08-16,4,0
2020-03-22,,
2020-07-14,0,0
2021-02-23,0,0
2021-05-09,0,0
2021-02-24,61,0
2020-05-01,0,0
2021-03-24,1,0
2021-01-16,3,0
2020-03-14,,
2020-12-15,10,0
2021-08-14,15,0
2021-01-29,0,0
2021-12-20,0,0
2020-10-31,0,0
2020-11-15,0,0
2021-08-26,0,0
2020-12-19,0,0
2020-06-12,0,0
2021-11-04,0,0
2020-07-08,48,1
2021-05-19,1,0
2020-03-10,,
2021-11-03,0,0
2020-01-24,,
2021-12-22,0,0
2020-03-15,,
2021-05-12,7,0
2021-10-29,5,0
2021-07-13,5,0
2021-11-11,0,0
2020-05-16,0,0
2020-02-17,,
2021-01-27,0,0
2021-05-09,1,0
2020-11-20,0,0
2021-07-22,40,0
2021-12-18,0,0
2021-08-13,0,0
2020-02-07,,
2021-09-30,8,0
2021-07-22,0,0
2021-01-16,0,0
2021-09-14,0,0
2021-01-23,14,0
2020-12-13,2,1
2021-06-08,0,0
2021-01-01,0,0
2021-10-03,0,0
2021-07-23,2,0
2020-12-12,0,0
2020-01-07,,
2020-01-15,1,
2021-08-31,0,0
2021-10-25,0,0
2020-10-09,0,0
2020-06-15,0,0
2021-03-02,0,0
2020-01-28,,
2021-05-12,10,0
2020-12-01,1,0
2021-10-14,8,0
2021-10-05,1,1
2020-06-11,0,0
2020-09-02,5,1
2021-10-17,1,0
2021-10-17,0,0
2020-12-07,0,0
2020-11-07,6,0
2021-03-07,-1,0
2021-04-22,8,2
2020-02-13,,
2021-05-20,0,0
2021-04-01,1,0
2020-09-22,17,0
2021-01-16,15,0
2021-01-20,6,0
2020-10-04,0,0
2020-02-28,,
2021-09-15,0,0
2020-04-20,0,0
2020-07-25,0,0
2020-05-14,0,0
2020-08-18,0,0
2020-05-08,0,0
2020-01-08,,
2020-04-07,0,0
2020-04-25,0,0
2021-03-29,18,0
2020-01-06,,
2020-11-02,1,0
2020-11-24,0,0
2021-06-11,17,0
2020-05-29,0,0
2021-06-02,2,0
2020-06-20,5,0
2020-11-10,4,1
2021-07-17,0,0
2021-12-09,0,0
2020-07-15,0,0
2020-06-18,2,0
2021-05-21,0,0
2021-09-30,0,0
2021-04-04,0,0
2021-09-24,-1,0
2021-10-05,0,0
2020-03-18,,
2020-04-30,0,0
2021-05-14,11,1
2020-09-16,0,0
2021-10-24,0,0
2021-01-17,29,0
2021-05-07,70,6
2020-04-19,0,0
2020-06-09,0,0
2021-12-01,1,0
2021-01-02,0,0
2020-04-17,0,0
2020-03-18,,
2020-08-05,0,0
2021-03-13,6,0
2020-01-19,,
2021-03-11,8,0
2020-02-29,,
2020-06-26,23,0
2021-06-15,16,0
2020-11-15,6,0
2021-08-09,0,0
2021-10-19,0,0
2020-07-10,0,0
2020-08-04,25,0
2020-02-29,,
2020-01-12,,
2020-08-07,6,0
2020-01-04,,
2020-12-05,0,0
2020-03-03,,
2021-12-09,0,0
2021-01-25,0,0
2021-11-24,0,0
2020-01-09,,
2020-01-09,,
2020-11-23,0,0
2021-03-23,15,0
2021-02-22,1,0
2020-01-26,,
2020-04-21,0,0
2021-03-07,1,0
2020-08-18,1,0
2021-11-13,0,0
2020-07-15,0,0
2020-05-15,0,0
2021-09-11,0,0
2021-12-17,8,0
2021-11-03,0,0
2020-08-23,0,0
2021-12-17,0,0
2020-08-05,2,0
2020-04-22,0,0
2021-06-25,19,0
2020-07-26,0,0
2021-03-04,0,0
2020-03-25,1,
2021-09-02,0,0
2021-04-11,33,0
2020-10-30,7,0
2021-04-19,0,0
2020-07-30,0,0
2021-05-21,0,0
2020-09-05,1,0
2020-03-21,,
2020-06-03,1,0
2020-12-30,0,0
2020-02-04,0,
2021-01-23,10,0
2021-08-06,0,0
2021-06-27,0,0
2021-12-11,0,0
2021-01-24,0,0
2021-07-15,0,0
2020-02-06,,
2021-11-16,0,0
2020-08-06,4,2
2020-07-17,9,0
2020-10-08,0,0
2021-06-26,0,0
2021-09-26,0,0
2021-12-30,0,0
2020-01-07,,
2021-09-14,0,0
2021-10-26,0,0
2021-11-02,0,0
2020-12-29,0,0
2020-06-13,0,0
2021-05-26,8,0
2020-06-10,0,0
2020-10-06,0,0
2020-06-03,1,0
2020-07-13,0,0
2020-04-25,0,0
2020-07-19,0,0
2021-01-20,0,0
2021-11-12,0,0
2021-02-09,9,0
2021-05-20,2,0
2021-06-12,0,0
2020-12-16,0,0
2020-05-25,3,2
2021-12-01,0,0
2021-12-02,0,0
2021-03-22,0,0
2020-07-06,0,0
2021-08-24,2,0
2021-03-27,53,11
2021-08-04,3,0
2020-08-14,1157,26
2021-08-05,0,0
2020-01-27,,
2021-01-04,0,0
2020-01-03,,
2021-08-30,0,0
2021-09-28,0,0
2021-10-28,0,0
2020-08-16,0,0
2021-03-14,1,0
2021-02-14,0,0
2020-06-03,0,0
2021-10-06,0,0
2021-02-19,1,0
2021-02-02,10,0
2020-08-17,76,4
2021-10-16,0,0
2021-05-06,0,0
2021-06-20,0,0
2021-06-03,0,0
2021-07-21,1,0
2020-02-16,,
2020-09-12,0,0
2020-05-05,1,0
2020-10-09,11,0
2020-12-19,0,0
2020-01-19,,
2021-07-27,1,0
2021-06-15,5,0
2021-02-14,69,0
2020-04-07,0,0
2021-04-25,0,0
2021-07-16,11,0
2020-05-10,0,0
2021-04-10,13,0
2020-04-10,0,0
2021-04-14,128,1
2020-02-11,,
2020-05-08,0,0
2021-09-19,1,0
2021-02-21,1,0
2021-03-14,0,1
2021-11-16,21,0
2020-01-09,,
2020-07-27,0,0
2021-07-02,2,0
2021-11-16,8,0
2021-11-18,1,0
2021-12-23,0,0
2021-02-06,2,0
2021-12-06,0,0
2021-12-24,0,0
2020-06-28,0,0
2021-12-09,1,0
2021-10-29,1323,92
2021-06-12,10,0
2021-12-07,-1,0
2021-02-28,0,0
2021-11-08,0,0
2020-08-12,1,0
2021-04-06,0,0
2021-02-25,1,0
2021-07-28,3,0
2021-08-12,0,0
2020-03-15,,
2020-04-19,0,0
2020-08-09,0,0
2020-09-09,0,0
2020-12-14,0,0
2020-02-06,,
2021-01-11,1,0
2021-08-28,-1,0
2021-05-21,8,0
2020-10-23,1,0
2020-01-31,,
2020-09-17,0,0
2020-10-16,0,0
2020-06-16,0,0
2020-11-13,68,0
2020-05-02,0,0
2020-10-20,0,0
2020-03-25,,
2020-05-31,0,0
2020-04-18,0,0
2021-07-26,0,0
2020-10-19,0,0
2020-02-18,,
2021-09-01,0,0
2020-03-24,,
2021-04-19,0,0
2021-04-09,38,1
2020-12-31,2,0
2020-04-07,0,0
2020-05-06,1,0
2020-01-31,,
2021-04-01,1,0
2021-11-16,0,0
2020-11-19,34,0
2020-01-02,,
2021-01-01,0,0
2020-05-14,7,0
2021-03-17,0,0
2020-07-02,1,0
2021-06-04,0,1
2021-06-23,0,0
2020-07-09,0,0
2020-01-26,,
2020-06-12,0,0
2021-06-20,0,0
2021-02-12,3,0
2021-08-11,0,0
2021-09-18,1,0
2021-04-28,7,0
2020-11-08,0,0
2021-08-04,0,0
2020-04-02,0,0
2020-04-04,0,0
2021-12-10,1,0
2020-03-01,,
2020-01-04,,
2021-05-11,8,1
2021-12-27,0,0
2020-10-05,0,0
2021-11-02,5,0
2020-09-16,1076,30
2020-07-07,7,2
2020-01-29,,
2020-12-20,8,0
2021-04-21,19,0
2020-09-19,4,0
2020-08-07,0,0
2021-04-23,7,0
2020-05-12,0,0
2021-07-13,0,0
2020-03-11,,
2020-07-15,0,0
2020-11-29,6,0
2020-08-23,0,0
2021-05-27,0,0
2021-07-17,2,0
2021-10-05,0,0
2021-04-18,0,0
2020-02-05,,
2021-10-03,0,0
2021-12-03,10,0
2021-11-18,0,0
2021-02-10,0,0
2021-04-18,1,1
2020-04-04,0,0
2021-07-21,0,0
2020-11-07,2,0
2020-02-26,,
2020-08-29,0,0
2020-08-16,2,0
2021-07-10,9,0
2020-04-24,0,0
2021-06-29,2,0
2020-09-19,10,0
2021-01-18,8,0
2021-08-24,0,0
2020-04-26,0,0
2021-02-08,0,0
2020-12-31,0,0
2020-08-08,1,0
2021-07-03,32,0
2020-02-07,,
2020-05-15,0,0
2021-06-20,0,0
2021-06-06,8,0
2021-07-17,22,0
2020-07-26,2,0
2021-10-12,0,0
2020-02-28,,
2021-11-14,0,0
2021-10-31,0,0
2021-10-09,-1,0
2020-05-16,0,0
2021-02-05,0,0
2020-01-24,,
2020-01-17,,
2020-07-09,0,0
2020-08-27,1,0
2021-02-01,0,0
2020-06-28,0,0
2020-03-04,,
2020-02-05,,
2021-04-20,0,0
2020-07-27,0,0
2020-06-19,1,0
2021-03-20,0,0
2021-09-21,12,0
2020-12-19,14,0
2021-08-28,1,0
2021-09-22,0,0
2020-03-23,,
2020-11-14,9,0
2020-04-20,0,0
2020-01-11,,
2021-02-05,7,0
2020-02-14,,
2021-02-26,26,3
2021-04-18,0,0
2020-06-24,22,0
2020-08-02,0,0
2020-06-28,1,0
2021-02-04,0,0
2020-01-31,2,
2020-03-31,1,0
2020-04-03,0,0
2020-03-14,,
2020-07-31,51,0
2021-11-05,0,0
2021-06-09,0,0
2021-11-03,0,0
2021-03-28,-1,1
2021-10-22,0,0
2020-10-16,4,0
2021-10-30,0,0
2020-10-27,0,0
2020-05-12,0,0
2020-01-26,,
2020-06-06,0,0
2021-09-12,4,0
2020-01-05,,
2020-08-07,11,0
2021-09-14,2,2
2020-11-23,0,0
2020-01-15,,
2020-01-27,,
2020-10-24,0,0
2021-05-22,6,0
2021-02-04,2,0
2021-12-08,0,0
2020-02-07,,
2021-08-13,4,0
2021-03-20,18,0
2020-07-21,2,0
2021-01-25,3,0
2020-11-01,0,0
2020-09-15,4,0
2021-03-20,8,0
2020-03-19,,
2020-03-13,,
2021-08-25,14,0
2020-03-10,,
2021-11-08,17,0
2021-08-05,0,0
2021-02-14,0,0
2020-12-26,0,0
2021-02-08,0,0
2020-02-21,,
2021-09-08,1,0
2021-07-17,0,0
2021-03-24,51,0
2021-05-03,0,0
2020-01-25,,
2020-12-10,2,0
2021-04-25,4,0
2020-04-19,0,0
2021-03-03,0,0
2021-02-07,1,0
2021-07-04,0,0
2021-06-19,0,0
2020-11-15,0,0
2021-06-03,3,0
2021-06-08,4,0
2021-07-19,0,0
2021-04-03,0,0
2020-04-22,0,0
2020-05-13,0,0
2021-06-14,0,0
2021-09-20,0,0
2020-04-08,0,0
2020-07-16,3,0
2020-02-12,,
2020-09-05,1,0
2021-06-07,2,0
2021-04-25,0,0
2021-12-24,0,0
2021-03-04,0,0
2021-01-04,0,0
2021-12-03,0,0
2020-06-11,1,0
2020-03-28,0,0
2021-05-17,0,0
2020-10-24,0,0
2020-01-03,,
2021-10-08,0,0
2020-07-16,1,0
2020-12-21,0,0
2021-04-24,0,0
2021-11-16,0,0
2021-11-18,0,0
2021-09-11,0,0
2020-04-21,0,0
2020-10-15,0,0
2020-06-26,45,0
2021-10-31,0,0
2020-02-14,,
2020-05-06,0,0
2021-02-04,8,0
2021-02-07,0,0
2020-04-30,0,0
2021-02-22,0,0
2020-02-26,,
2020-04-01,0,0
2021-10-05,0,0
2020-06-18,0,0
2021-07-25,0,0
2020-06-25,18,0
2021-08-20,0,0
2020-09-28,7,0
2021-06-28,0,0
2021-10-16,8,0
2020-08-25,1,0
2021-06-21,126,0
2020-08-04,10,0
2020-02-08,,
2021-12-06,0,0
2020-07-01,10,0
2021-12-06,0,0
2021-06-15,0,0
2021-04-28,1,0
2021-04-17,64,1
2021-05-02,0,0
2021-10-03,0,0
2021-08-26,0,0
2021-03-07,5,0
2020-03-03,,
2020-05-14,0,0
2021-09-27,0,0
2020-09-15,0,0
2020-01-12,,
2020-07-05,0,0
2020-12-12,9,0
2020-11-29,5,0
2020-04-02,0,0
2021-11-16,0,0
2020-05-15,0,0
2021-04-28,8,1
2020-02-22,,
2020-06-12,0,0
2021-12-16,0,0
2020-01-06,,
2021-05-22,2,0
2020-03-27,0,0
2020-07-02,2,0
2021-10-25,0,0
2021-07-24,3,0
2020-12-11,0,0
2021-01-19,4,0
2021-04-02,4,0
2021-10-12,-4,0
2021-11-21,0,0
2021-08-22,2,0
2021-06-05,0,0
2021-10-23,0,0
2020-10-01,13,0
2021-07-23,1,0
2020-01-12,,
2020-01-31,,
2021-03-08,27,0
2021-09-07,0,0
2021-08-16,2,0
2021-09-30,0,0
2021-08-03,2,0
2021-06-11,0,0
2020-06-24,0,0
2021-12-17,0,0
2020-02-28,,
2020-03-28,0,0
2021-01-19,2,0
2020-05-07,0,0
2020-06-26,0,0
2020-10-23,0,0
2020-03-24,0,
2020-09-13,0,0
2020-02-10,,
2020-02-12,,
2021-10-08,4,0
2021-04-16,0,0
2021-05-18,7,0
2021-11-27,0,0
2021-08-09,0,1
2021-06-22,20,0
2021-09-10,0,0
2020-03-25,,
2021-12-27,0,0
2020-03-12,,
2021-03-14,8,0
2020-02-21,1,
2020-12-28,0,0
2020-05-22,5,0
2021-12-25,0,0
2021-09-16,1,0
2020-03-12,,
2021-03-12,0,0
2021-04-12,0,0
2021-02-07,10,0
2020-03-17,,
2021-05-16,3,0
2020-09-16,0,0
2020-07-16,0,0
2021-06-15,0,0
2021-09-26,0,0
2021-08-17,1,0
2020-06-14,0,0
2020-09-22,6,0
2020-07-03,2,0
2021-07-06,5,0
2020-11-06,1,0
2020-03-22,,
2021-02-12,2,1
2021-03-11,3,0
2020-06-27,0,0
2020-06-28,0,0
2021-11-12,0,0
2021-07-19,0,0
2020-07-26,1,1
2020-05-21,0,0
2020-02-20,,
2021-02-09,1,0
2021-05-22,0,0
2021-10-31,0,0
2021-12-30,0,0
2020-03-22,,
2021-09-24,0,0
2020-10-23,7,0
2021-12-02,0,0
2021-06-07,0,0
2021-06-15,0,1
2020-10-09,11,0
2021-02-19,0,0
2021-09-06,0,0
2020-07-03,0,0
2020-05-28,0,0
2020-12-21,0,0
2021-11-15,0,1
2021-11-01,0,0
2021-04-19,7,1
2021-12-20,0,0
2020-03-22,,
2021-09-30,0,0
2020-04-17,0,0
2020-10-11,0,0
2021-04-28,7,0
2021-07-20,1,0
2020-11-16,0,0
2021-09-13,4,0
2020-12-17,10,0
2021-05-17,0,0
2021-05-29,0,1
2021-07-22,1,0
2021-07-11,15,0
2020-04-14,0,0
2020-12-15,0,0
2020-01-31,,
2020-04-14,0,0
2020-07-09,6,0
2021-01-11,0,0
2021-05-12,12,2
2021-05-17,18,1
2020-03-27,0,0
2021-11-23,0,0
2020-11-12,0,0
2021-09-21,0,0
2021-07-23,23,0
2021-07-03,4,0
2020-02-25,,
2021-10-01,5,0
2021-02-22,0,0
2020-11-12,4,0
2021-10-29,0,0
2020-03-18,,
2021-01-23,0,0
2020-01-15,,
2020-04-16,0,0
2021-06-03,0,0
2021-11-11,0,0
2020-07-11,0,0
2021-09-30,0,0
2021-01-07,7,0
2021-03-05,0,0
2020-07-26,1,0
2021-02-15,0,0
2020-11-01,0,0
2021-06-10,0,0
2021-12-14,0,0
2021-08-26,0,0
2020-09-12,0,0
2020-03-13,,
2020-08-16,0,0
2020-03-24,,
2021-12-19,0,0
2020-09-16,0,0
2020-07-25,0,0
2020-11-24,0,0
2021-10-01,0,0
2021-03-25,7,0
2020-08-10,0,0
2021-06-14,0,0
2020-11-15,0,0
2020-07-19,0,0
2021-12-16,0,0
2021-04-16,0,0
2021-07-29,1,0
2021-09-08,0,0
2020-10-09,2,0
2021-05-29,4,0
2020-04-27,0,0
2020-06-04,0,0
2021-12-25,0,0
2020-03-20,,
2020-10-28,3,0
2021-01-15,11,0
2021-06-10,3,1
2020-09-23,0,0
2020-09-19,0,0
2021-07-27,5,0
2020-06-19,535,6
2020-03-06,,
2021-08-03,0,0
2021-11-28,0,0
2020-07-29,16,0
2020-08-18,1,0
